0;0.0002216
1;0.0002571
2;0.0002976
3;0.0003436
4;0.0003958
5;0.0004547
6;0.000521
7;0.0005956
8;0.0006791
9;0.0007725
10;0.0008764
11;0.0009919
12;0.0011197
13;0.0012609
14;0.0014164
15;0.001587
16;0.0017737
17;0.0019775
18;0.0021992
19;0.0024396
20;0.0026995
21;0.0029797
22;0.0032808
23;0.0036032
24;0.0039475
25;0.0043139
26;0.0047025
27;0.0051132
28;0.005546
29;0.0060005
30;0.0064759
31;0.0069715
32;0.0074864
33;0.0080192
34;0.0085684
35;0.0091325
36;0.0097093
37;0.0102968
38;0.0108926
39;0.0114941
40;0.0120985
41;0.012703
42;0.0133043
43;0.0138992
44;0.0144846
45;0.0150569
46;0.0156127
47;0.0161486
48;0.0166612
49;0.0171472
50;0.0176033
51;0.0180263
52;0.0184135
53;0.018762
54;0.0190694
55;0.0193334
56;0.0195521
57;0.019724
58;0.0198476
59;0.0199222
60;0.0199471
61;0.0199222
62;0.0198476
63;0.019724
64;0.0195521
65;0.0193334
66;0.0190694
67;0.018762
68;0.0184135
69;0.0180263
70;0.0176033
71;0.0171472
72;0.0166612
73;0.0161486
74;0.0156127
75;0.0150569
76;0.0144846
77;0.0138992
78;0.0133043
79;0.012703
80;0.0120985
81;0.0114941
82;0.0108926
83;0.0102968
84;0.0097093
85;0.0091325
86;0.0085684
87;0.0080192
88;0.0074864
89;0.0069715
90;0.0064759
91;0.0060005
92;0.005546
93;0.0051132
94;0.0047025
95;0.0043139
96;0.0039475
97;0.0036032
98;0.0032808
99;0.0029797
100;0.0026995
101;0.0024396
102;0.0021992
103;0.0019775
104;0.0017737
105;0.001587
106;0.0014164
107;0.0012609
108;0.0011197
109;0.0009919
110;0.0008764
111;0.0007725
112;0.0006791
113;0.0005956
114;0.000521
115;0.0004547
116;0.0003958
117;0.0003436
118;0.0002976
119;0.0002571
120;0.0002216
